sender_type,signal,action,posterior_belief,rational_posterior,outcome,sender_payoff,receiver_payoff,is_bluff,bluff_success,sender_reasoning,receiver_reasoning,sender_confidence,receiver_confidence,sender_latency_ms,receiver_latency_ms,sender_tokens,receiver_tokens,game_duration_ms,model_key,model_name,treatment,sim_id,timestamp
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling a strong threat will convince the opponent of our readiness to fight, deterring their aggression. Although it costs political capital, demonstrating strength is the best way to avoid being attacked. Therefore, escalating is the optimal choice.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as a LOW RESOLVE type would likely avoid escalation. Updating the prior belief from 0.5 upwards reflects this increased probability, making ATTACK riskier due to potential costly war. Therefore, backing down minimizes expected loss.",0.9,0.85,1203,1612,225,250,2815,gpt-4.1-mini,GPT-4.1-mini,zero_shot,130,2026-03-06T04:34:45.430417
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our willingness to fight, deterring them from initiating conflict. Although it costs political capital, it is preferable to risk escalation than to appear weak and invite aggression.","The opponent's ESCALATE signal suggests a higher likelihood of being HIGH RESOLVE, as a low resolve actor would typically avoid escalation to prevent costly conflict. Therefore, updating the belief increases the probability that the opponent is strong, making an attack risky with a potential -1 payoff.",0.9,0.9,1222,1755,222,244,2978,gpt-4.1-mini,GPT-4.1-mini,zero_shot,131,2026-03-06T04:34:48.408079
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating would risk provoking an attack we are ill-prepared to handle. Offering negotiations signals willingness to resolve the crisis peacefully while buying time to improve our position. This approach minimizes immediate risk and maintains international support.","The opponent signaling NEGOTIATE suggests a lower likelihood of HIGH RESOLVE, as a strong opponent would be less inclined to negotiate. Updating the belief lowers the probability of HIGH RESOLVE below 50%, making ATTACK more favorable due to the potential easy win. However, some uncertainty remains, so confidence is moderate.",0.85,0.7,2562,1573,222,251,4136,gpt-4.1-mini,GPT-4.1-mini,zero_shot,132,2026-03-06T04:34:52.544047
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating could provoke aggression or expose weakness if challenged. Offering negotiations signals willingness to resolve issues peacefully, potentially preventing conflict without risking a costly bluff.","The opponent's choice to NEGOTIATE suggests a lower likelihood of HIGH RESOLVE, as a strong military power would prefer to deter conflict rather than seek negotiation. Thus, the posterior belief in HIGH RESOLVE decreases from 0.5. Given the reduced probability of a strong military opponent, ATTACK offers a positive expected payoff.",0.8,0.7,1213,2607,209,254,3819,gpt-4.1-mini,GPT-4.1-mini,zero_shot,133,2026-03-06T04:34:56.363509
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating with strong threats risks exposing weakness and losing political capital without deterring the opponent. Offering negotiations signals openness and may buy time, increasing chances the opponent doubts our willingness to fight and thus avoids attack.","The signal to NEGOTIATE suggests the opponent might be LOW RESOLVE, as a HIGH RESOLVE opponent would likely signal strength or readiness to fight. Updating the belief, the chance the opponent is HIGH RESOLVE decreases below 50%. Given the risk of costly war if wrong, it is safer to BACK_DOWN.",0.75,0.8,1141,1429,221,251,2570,gpt-4.1-mini,GPT-4.1-mini,zero_shot,134,2026-03-06T04:34:58.933578
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"Given our low military resolve, a strong threat risks exposing our weakness and provoking an attack. Offering negotiations signals willingness to resolve the issue peacefully and may lead the opponent to doubt our readiness for conflict, but it keeps options open and avoids immediate escalation.","The opponent chose to NEGOTIATE, which suggests they may be LOW RESOLVE since a HIGH RESOLVE type would likely signal strength rather than negotiation. This lowers the probability they are HIGH RESOLVE from the prior. Given the reduced risk of costly war, ATTACK is favored to gain the +1 payoff.",0.8,0.7,1349,1492,225,250,2841,gpt-4.1-mini,GPT-4.1-mini,zero_shot,135,2026-03-06T04:35:01.774104
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking the opponent who might test our weakness. Offering negotiations signals willingness to avoid conflict and may buy time to rebuild strength or find a diplomatic solution, reducing the likelihood of attack.","The opponent choosing to NEGOTIATE suggests a lower likelihood of being HIGH RESOLVE, as a strong military type would prefer to intimidate or challenge rather than negotiate. Updating beliefs accordingly, the probability of HIGH RESOLVE decreases below 50%. Given the risk of costly war if wrong, the safer action is to BACK_DOWN.",0.8,0.8,1177,1434,218,253,2611,gpt-4.1-mini,GPT-4.1-mini,zero_shot,136,2026-03-06T04:35:04.384920
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, directly escalating risks provoking conflict we are unprepared to fight. Offering negotiations signals willingness to seek peaceful resolution and may cause the opponent to hesitate without provoking immediate aggression.","The opponent's choice to NEGOTIATE suggests they may prefer to avoid conflict, which is more consistent with LOW RESOLVE. This signal lowers the probability that they are HIGH RESOLVE from the prior of 50%. Given the risk of costly war if they are actually HIGH RESOLVE, it is safer to BACK_DOWN.",0.8,0.8,1083,1572,213,252,2656,gpt-4.1-mini,GPT-4.1-mini,zero_shot,137,2026-03-06T04:35:07.040444
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, overt escalation risks exposing weakness and provoking conflict we are ill-prepared to handle. Offering negotiation signals a preference for peaceful resolution, which may prevent opponent aggression without revealing our low resolve.","The opponent's choice to negotiate suggests a lower likelihood of high resolve, as a strong military type would be less inclined to negotiate. Updating belief reduces the probability of high resolve below 50%, making an attack more favorable given the potential payoff.",0.8,0.7,1238,1653,217,236,2891,gpt-4.1-mini,GPT-4.1-mini,zero_shot,138,2026-03-06T04:35:09.931296
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our capability and willingness to fight, deterring an attack. Although it costs political capital, it is necessary to avoid conflict by projecting credible deterrence.","The opponent's ESCALATE signal is more consistent with HIGH RESOLVE, indicating a strong military stance, which raises the likelihood they are HIGH RESOLVE. Given the updated belief, attacking risks a costly war with a HIGH RESOLVE opponent, so backing down is safer.",0.9,0.8,1159,1628,220,242,2787,gpt-4.1-mini,GPT-4.1-mini,zero_shot,139,2026-03-06T04:35:12.718212
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating risks exposing weakness and inviting aggression. Offering negotiations signals willingness to avoid conflict while leaving room to rebuild strength and deter attack through diplomacy.","The signal to NEGOTIATE suggests the opponent may be LOW RESOLVE, as a HIGH RESOLVE type is less likely to seek negotiation and more likely to signal strength. Updating the prior belief of 50% downwards, the posterior probability of HIGH RESOLVE is lower, making ATTACK more favorable given the potential gain versus cost. With moderate confidence in this inference, ATTACK is chosen.",0.8,0.7,2109,1959,208,267,4067,gpt-4.1-mini,GPT-4.1-mini,zero_shot,140,2026-03-06T04:35:16.785614
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, a strong threat risks exposure and potential escalation we cannot sustain. Offering negotiations signals willingness to avoid conflict while leaving room to manage the opponent's perception cautiously.","The opponent's signal to NEGOTIATE suggests a preference for avoiding conflict, which is more consistent with LOW RESOLVE, but not conclusively so. Given the prior of 50% and the observed conciliatory signal, the updated belief in HIGH RESOLVE decreases. Since attacking risks a costly war if the opponent is actually HIGH RESOLVE, the safer choice is to BACK_DOWN.",0.85,0.8,1620,1553,211,264,3173,gpt-4.1-mini,GPT-4.1-mini,zero_shot,141,2026-03-06T04:35:19.958773
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating risks provoking conflict we are ill-prepared to handle. Offering negotiations signals a willingness to resolve issues peacefully, potentially avoiding attack by reducing tensions and buying time to rebuild strength.","The opponent's signal to NEGOTIATE suggests a higher likelihood of LOW RESOLVE since a HIGH RESOLVE opponent would prefer to avoid showing weakness. Updating the belief decreases the chance of HIGH RESOLVE below 50%. Given the lower risk, attacking yields a positive expected payoff.",0.8,0.7,1440,1547,216,243,2987,gpt-4.1-mini,GPT-4.1-mini,zero_shot,142,2026-03-06T04:35:22.946218
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating risks provoking an attack or further demands. Offering negotiations signals willingness to resolve peacefully, potentially causing the opponent to doubt a conflict's benefit and back down to avoid costly escalation.","The opponent choosing to NEGOTIATE suggests a lower likelihood of HIGH RESOLVE since a strong military opponent would prefer to signal strength rather than negotiation. Updating the belief reduces the probability of HIGH RESOLVE below 50%. Given the potential gain from ATTACK if opponent is LOW RESOLVE outweighs the risk, attacking is optimal.",0.8,0.7,1041,1396,216,253,2437,gpt-4.1-mini,GPT-4.1-mini,zero_shot,143,2026-03-06T04:35:25.383094
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"As my military resolve is low, issuing a strong threat risks exposing my weakness and may invite aggression. Offering negotiations presents a peaceful posture that avoids escalation and buys time to strengthen my position or seek diplomatic solutions.","The opponent signaling NEGOTIATE suggests they may be LOW RESOLVE, as a HIGH RESOLVE opponent would likely prefer to show strength or maintain a hardline stance. This reduces the likelihood that attacking will lead to an easy win. Given the risk of costly war if the opponent is HIGH RESOLVE, it is safer to back down.",0.8,0.8,1361,1819,217,255,3180,gpt-4.1-mini,GPT-4.1-mini,zero_shot,144,2026-03-06T04:35:28.562966
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With high military resolve, signaling strength through escalation will convince the opponent of our capability and willingness to fight, deterring any attack. Although it costs political capital, this strong threat is necessary to prevent conflict and maintain our position. Therefore, escalating is the most effective strategy to avoid being attacked.","The opponent's ESCALATE signal suggests a higher likelihood of HIGH RESOLVE, as a LOW RESOLVE opponent would typically avoid escalation to prevent costly conflict. Therefore, the posterior belief of HIGH RESOLVE increases. Given the high cost of attacking a HIGH RESOLVE opponent, it is safer to BACK_DOWN.",0.9,0.85,1481,1904,234,249,3385,gpt-4.1-mini,GPT-4.1-mini,zero_shot,145,2026-03-06T04:35:31.948132
LOW,NEGOTIATE,BACK_DOWN,0.3,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"With low military resolve, escalating risks provoking conflict we are unprepared for, while negotiating signals a willingness to de-escalate and avoid war. Offering talks may lead the opponent to doubt our strength but preserves peace and buys time to rebuild our forces.","The opponent chose to NEGOTIATE, which is more likely if they are LOW RESOLVE, but not impossible if HIGH RESOLVE. Given the prior of 50%, observing NEGOTIATE reduces the likelihood of HIGH RESOLVE. However, without exact likelihoods, I estimate the posterior as moderately lower than 0.5. Since attacking risks a costly war if the opponent is HIGH RESOLVE, and the posterior still indicates significant risk, backing down is safer.",0.8,0.7,1679,3017,226,281,4696,gpt-4.1-mini,GPT-4.1-mini,zero_shot,146,2026-03-06T04:35:36.643755
LOW,NEGOTIATE,ATTACK,0.3,0.0,WAR_LOW_RESOLVE,-1.0,1.0,False,False,"With low military resolve, escalating risks provoking conflict we are ill-prepared for. Offering negotiations signals willingness to de-escalate, potentially deterring attack by opening diplomatic channels without appearing weak.","The opponent's choice to NEGOTIATE signals a lower likelihood of HIGH RESOLVE, as a strong military would likely prefer to maintain a tough stance. Updating my belief, I now assign a lower probability to HIGH RESOLVE and consider the opponent more likely to be LOW RESOLVE, making ATTACK more favorable despite some uncertainty.",0.8,0.7,1156,1828,214,253,2985,gpt-4.1-mini,GPT-4.1-mini,zero_shot,147,2026-03-06T04:35:39.628416
